,CustomerID,genero,esEstudiante,casado,tieneHijos,numeroCursosInscritos,antiguidad,haUsadoElServicioBasico,usaServicioBasicoRegularmente,tipoDeUsuario,usaServicioPlataRegularmente,usaServicioOroRegularmente,haPagadoContenidoIndividual,haContactoASoporte,usaTabletParaAcceder,usaMovilParaAcceder,tipoDeContrato,pagoDigital,metodoDePago,cargosMensuales,cargosAccumulados,usuarioPerdido
2112,8383-SGHJU,Feminino,0,No,No,3,33,Sí,Sí,Plata,Sí,No tiene acceso,No,Sí,No,No,Trimestral,No,Transferencia Bancaria,59.4,1952.8,0
2113,7607-QKKTJ,Masculino,0,Sí,Sí,6,45,Sí,Sí,Oro,No,Sí,Sí,No,No,Sí,Trimestral,Sí,Tarjeta de credito (Domeciliado,95.0,4368.85,0
2114,7707-PYBBH,Masculino,0,No,No,5,40,Sí,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Mensual,Sí,Pago en tienda,61.9,2647.1,0
2115,8984-HPEMB,Feminino,0,No,No,8,71,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,118.65,8477.6,0
2116,4349-GFQHK,Masculino,0,No,No,1,1,Sí,Sí,Plata,No,No tiene acceso,Sí,No,No,No,Mensual,No,Transferencia Bancaria,54.35,54.35,1
2117,4139-DETXS,Feminino,0,Sí,Sí,16,72,No,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),64.45,4528.0,0
2118,9779-DPNEJ,Feminino,0,Sí,Sí,6,22,Sí,No,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,80.15,1790.65,0
2119,9805-FILKB,Masculino,0,Sí,Sí,6,46,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Transferencia Bancaria (Domiciliado),20.2,845.6,0
2120,5793-YOLJN,Feminino,0,Sí,Sí,9,55,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,21.0,1210.3,0
2121,0673-IGUQO,Masculino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.45,20.45,0
2122,4123-FCVCB,Feminino,0,No,No,3,12,Sí,Sí,Plata,No,No tiene acceso,No,Sí,Sí,Sí,Trimestral,Sí,Pago en tienda,75.85,854.45,0
2123,8819-IMISP,Masculino,0,No,No,3,31,Sí,Sí,Oro,No,Sí,No,No,No,No,Mensual,Sí,Transferencia Bancaria,80.45,2429.1,0
2124,7802-EFKNY,Masculino,0,Sí,No,2,5,No,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria,24.95,100.4,1
2125,8311-UEUAB,Feminino,0,Sí,Sí,7,67,Sí,Sí,Plata,Sí,No tiene acceso,No,No,Sí,Sí,Anual,Sí,Transferencia Bancaria,75.5,5229.45,0
2126,5858-EAFCZ,Masculino,0,No,No,1,1,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Pago en tienda,44.45,44.45,0
2127,8035-BUYVG,Masculino,0,Sí,No,5,40,No,No,Plata,Sí,No tiene acceso,Sí,No,No,No,Trimestral,Sí,Transferencia Bancaria,42.35,1716.45,1
2128,1163-ONYEY,Masculino,0,Sí,Sí,5,41,Sí,Sí,Plata,Sí,No tiene acceso,Sí,No,Sí,No,Mensual,Sí,Tarjeta de credito (Domeciliado,74.55,3023.55,0
2129,9787-XVQIU,Masculino,0,No,No,1,1,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,75.3,75.3,1
2130,8945-MUQUF,Masculino,0,No,No,8,51,Sí,Sí,Oro,Sí,Sí,No,No,Sí,No,Trimestral,Sí,Transferencia Bancaria,94.8,4837.6,1
2131,5656-MJEFC,Masculino,0,Sí,Sí,6,42,No,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,No,Anual,No,Tarjeta de credito (Domeciliado,48.15,2032.3,0
2132,6082-OQFBA,Masculino,0,Sí,Sí,6,23,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.65,436.9,0
2133,8051-HJRLT,Feminino,1,No,No,1,1,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,70.55,70.55,1
2134,8974-OVACP,Feminino,0,No,No,1,1,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.15,20.15,0
2135,4010-YLMVT,Feminino,0,No,No,9,56,Sí,Sí,Oro,Sí,Sí,No,No,Sí,Sí,Mensual,Sí,Tarjeta de credito (Domeciliado,106.6,5893.95,0
2136,1379-FRVEB,Masculino,0,No,Sí,4,15,Sí,Sí,Oro,No,Sí,No,No,Sí,No,Mensual,Sí,Transferencia Bancaria,91.0,1430.05,0
2137,8612-GXIDD,Masculino,0,Sí,Sí,3,12,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Transferencia Bancaria (Domiciliado),25.4,313.0,0
2138,6288-CHQJB,Feminino,0,Sí,Sí,8,54,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,No,Transferencia Bancaria (Domiciliado),69.95,3871.85,0
2139,8160-HOWOX,Feminino,0,No,No,2,7,Sí,No,Plata,No,No tiene acceso,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,66.85,458.1,0
2140,3023-GFLBR,Feminino,0,Sí,Sí,3,33,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,No,Tarjeta de credito (Domeciliado,86.15,2745.7,1
2141,6648-INWPS,Masculino,0,Sí,Sí,4,16,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Transferencia Bancaria,20.15,341.35,0
2142,4223-BKEOR,Feminino,0,No,Sí,6,21,Sí,No,Plata,Sí,No tiene acceso,Sí,No,No,Sí,Trimestral,No,Pago en tienda,64.85,1336.8,0
2143,4079-VTGLK,Masculino,1,Sí,No,3,30,Sí,Sí,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Anual,No,Transferencia Bancaria,74.85,2181.75,0
2144,1763-WQFUK,Masculino,0,No,No,1,3,Sí,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,Sí,Pago en tienda,50.5,147.75,0
2145,1391-UBDAR,Masculino,0,No,No,3,11,Sí,No,Oro,No,No,Sí,No,No,No,Mensual,No,Transferencia Bancaria,72.9,818.45,0
2146,8894-JVDCV,Feminino,0,No,No,10,62,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Trimestral,Sí,Tarjeta de credito (Domeciliado,115.05,7133.45,0
2147,2023-VQFDL,Masculino,0,No,No,5,18,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Transferencia Bancaria,19.0,348.8,0
2148,1345-GKDZZ,Masculino,0,No,Sí,2,6,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,19.55,128.6,0
2149,2014-MKGMH,Feminino,0,No,No,6,46,Sí,Sí,Oro,No,No,Sí,No,Sí,Sí,Trimestral,Sí,Transferencia Bancaria,101.1,4674.4,0
2150,5628-FCGYG,Masculino,0,No,No,6,21,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,84.1,1737.45,0
2151,2560-WBWXF,Masculino,0,No,No,8,68,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Transferencia Bancaria (Domiciliado),24.15,1498.85,0
2152,0248-IPDFW,Feminino,0,No,No,1,1,Sí,Sí,Plata,No,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria,50.1,50.1,0
2153,7978-DKUQH,Feminino,0,Sí,No,6,25,Sí,No,Oro,No,No,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria,74.6,1797.75,0
2154,4335-UPJSI,Feminino,0,No,Sí,6,24,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,19.75,498.1,0
2155,0524-IAVZO,Feminino,0,Sí,No,3,30,Sí,Sí,Oro,No,No,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,85.0,2624.25,1
2156,2737-YNGYW,Feminino,0,No,No,1,2,Sí,No,Oro,No,No,No,No,No,Sí,Mensual,No,Transferencia Bancaria,80.55,184.1,1
2157,1784-EZDKJ,Masculino,0,Sí,No,8,51,Sí,Sí,Oro,No,Sí,Sí,No,Sí,Sí,Trimestral,Sí,Transferencia Bancaria (Domiciliado),106.8,5498.8,0
2158,9297-FVVDH,Feminino,0,Sí,Sí,9,57,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,84.5,4845.4,0
2159,8007-YYPWD,Feminino,0,No,No,4,15,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),25.05,369.1,0
2160,7101-HRBLJ,Feminino,0,Sí,Sí,11,72,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),83.7,6096.9,0
2161,5159-YFPKQ,Feminino,0,No,No,1,2,Sí,No,Oro,No,No,Sí,No,No,No,Mensual,Sí,Transferencia Bancaria,75.8,160.75,1
2162,6635-CPNUN,Masculino,0,Sí,No,2,28,Sí,Sí,Oro,No,Sí,Sí,No,Sí,No,Mensual,No,Tarjeta de credito (Domeciliado,96.6,2684.35,0
2163,4021-RQSNY,Masculino,1,Sí,No,2,29,Sí,Sí,Oro,No,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,98.5,3004.15,1
2164,5453-YBTWV,Masculino,0,Sí,Sí,8,70,Sí,No,Oro,Sí,Sí,Sí,Sí,Sí,No,Anual,Sí,Tarjeta de credito (Domeciliado,101.1,6994.8,0
2165,5039-LZRQT,Feminino,0,No,No,4,13,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,20.2,273.25,0
2166,2931-VUVJN,Feminino,1,Sí,No,10,59,Sí,Sí,Oro,Sí,Sí,Sí,Sí,No,No,Trimestral,Sí,Transferencia Bancaria,94.05,5483.9,0
2167,9061-TIHDA,Masculino,1,Sí,No,4,13,Sí,Sí,Oro,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,95.25,1233.65,1
2168,8699-ASUFO,Masculino,1,Sí,No,2,7,Sí,Sí,Oro,No,No,No,No,No,No,Mensual,Sí,Pago en tienda,74.4,527.9,1
2169,6418-PIQSP,Feminino,0,Sí,No,10,62,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Pago en tienda,81.0,4985.9,0
2170,8220-OCUFY,Feminino,0,No,No,6,21,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,No,No,Trimestral,Sí,Transferencia Bancaria,60.25,1258.35,0
2171,3995-WFCSM,Feminino,0,No,No,1,2,Sí,No,Plata,No,No tiene acceso,Sí,No,No,Sí,Mensual,No,Transferencia Bancaria,60.85,111.4,0
2172,1895-QTKDO,Feminino,0,No,No,1,1,Sí,No,Plata,No,No tiene acceso,No,No,No,No,Mensual,No,Tarjeta de credito (Domeciliado,43.95,43.95,0
2173,2038-OEQZH,Masculino,0,No,No,1,4,Sí,No,Oro,No,No,Sí,No,No,Sí,Mensual,No,Transferencia Bancaria,86.05,308.1,0
2174,1178-PZGAB,Feminino,0,No,No,5,19,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Tarjeta de credito (Domeciliado,20.25,383.65,0
2175,7927-AUXBZ,Feminino,0,No,No,3,30,Sí,No,Oro,No,No,No,Sí,Sí,No,Mensual,No,Transferencia Bancaria,85.15,2555.9,1
2176,2626-VEEWG,Masculino,0,Sí,Sí,7,67,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Tarjeta de credito (Domeciliado,19.4,1284.2,0
2177,2878-RMWXY,Masculino,1,Sí,No,13,72,Sí,Sí,Oro,Sí,Sí,Sí,No,No,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,102.65,7550.3,0
2178,1657-DYMBM,Masculino,0,Sí,No,8,53,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,19.9,1110.05,0
2179,7311-MQJCH,Feminino,0,No,No,2,5,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria,19.55,99.6,0
2180,7375-WMVMT,Masculino,1,Sí,No,8,71,Sí,No,Oro,No,Sí,Sí,Sí,No,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,95.5,6707.15,0
2181,1136-XGEQU,Feminino,0,Sí,Sí,7,50,Sí,Sí,Plata,No,No tiene acceso,Sí,Sí,Sí,Sí,Trimestral,Sí,Tarjeta de credito (Domeciliado,84.15,4164.4,0
2182,2530-FMFXO,Masculino,0,Sí,Sí,9,56,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,103.2,5873.75,0
2183,6844-DZKRF,Masculino,0,No,No,1,2,Sí,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,Sí,Tarjeta de credito (Domeciliado,50.2,109.25,0
2184,4695-WJZUE,Feminino,1,No,No,1,2,Sí,Sí,Oro,No,No,Sí,No,No,Sí,Mensual,Sí,Transferencia Bancaria,88.55,179.25,1
2185,7619-ODSGN,Masculino,0,Sí,Sí,6,24,Sí,Sí,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,No,Transferencia Bancaria,54.75,1338.15,1
2186,5970-GHJAW,Masculino,0,Sí,Sí,6,46,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,19.95,862.4,0
2187,8879-XUAHX,Masculino,0,Sí,No,8,71,Sí,Sí,Oro,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria,116.25,8564.75,0
2188,3689-MOZGR,Feminino,0,No,No,2,29,No,No,Plata,No,No tiene acceso,No,Sí,No,No,Mensual,Sí,Transferencia Bancaria,31.2,926.2,0
2189,4195-PNGZS,Masculino,0,Sí,Sí,8,69,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Transferencia Bancaria (Domiciliado),24.45,1718.2,0
2190,5003-XZWWO,Masculino,0,Sí,No,8,71,Sí,Sí,Plata,No,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Tarjeta de credito (Domeciliado,84.2,5956.85,0
2191,3988-RQIXO,Feminino,1,No,No,1,1,Sí,No,Oro,No,No,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,91.3,91.3,1
2192,7622-FWGEW,Masculino,1,Sí,No,9,56,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),85.65,4824.45,0
2193,6922-NCEDI,Masculino,0,No,Sí,9,56,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Pago en tienda,21.2,1238.65,0
2194,2514-GINMM,Masculino,0,No,No,1,1,Sí,No,Oro,No,No,No,No,Sí,No,Mensual,Sí,Transferencia Bancaria,79.5,79.5,1
2195,9891-NQDBD,Feminino,0,Sí,No,2,28,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,25.55,672.2,0
2196,6131-IUNXN,Feminino,0,Sí,Sí,5,19,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,No,Pago en tienda,20.2,382.2,0
2197,8548-AWOFC,Masculino,0,Sí,No,7,66,Sí,Sí,Plata,No,No tiene acceso,No,Sí,No,Sí,Mensual,No,Transferencia Bancaria,63.85,4264.6,0
2198,9798-DRYDS,Feminino,0,Sí,Sí,5,17,Sí,Sí,Plata,No,No tiene acceso,Sí,Sí,No,No,Trimestral,Sí,Pago en tienda,61.95,1070.7,0
2199,8532-UEFWH,Masculino,0,Sí,Sí,8,52,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,25.75,1345.85,0
2200,6296-DDOOR,Feminino,0,No,No,5,19,Sí,No,Plata,No,No tiene acceso,No,No,Sí,No,Trimestral,No,Transferencia Bancaria,58.2,1045.25,0
2201,7951-VRDVK,Feminino,0,No,No,4,36,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Trimestral,No,Transferencia Bancaria (Domiciliado),85.85,3003.55,0
2202,5931-FLJJF,Masculino,1,Sí,No,2,7,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Pago en tienda,70.1,467.55,1
2203,4815-YOSUK,Masculino,0,Sí,Sí,16,72,Sí,Sí,Oro,Sí,Sí,Sí,Sí,No,Sí,Trimestral,Sí,Tarjeta de credito (Domeciliado,104.9,7537.5,0
2204,2659-VXMWZ,Masculino,0,Sí,Sí,7,67,Sí,Sí,Oro,Sí,Sí,Sí,No,Sí,Sí,Trimestral,Sí,Transferencia Bancaria,111.3,7482.1,1
2205,0380-NEAVX,Masculino,1,No,No,4,34,Sí,No,Oro,No,Sí,Sí,No,Sí,Sí,Trimestral,Sí,Transferencia Bancaria,99.85,3343.15,0
2206,3207-OYBWH,Masculino,1,Sí,No,9,57,Sí,Sí,Oro,No,Sí,Sí,No,No,Sí,Mensual,Sí,Transferencia Bancaria (Domiciliado),95.25,5427.05,1
2207,4285-GYRQC,Feminino,0,Sí,No,2,7,Sí,No,Oro,No,No,Sí,No,Sí,No,Mensual,Sí,Transferencia Bancaria,86.25,587.1,1
2208,7216-EWTRS,Feminino,1,Sí,No,1,1,Sí,Sí,Oro,No,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,100.8,100.8,1
2209,4365-MSDYN,Masculino,0,Sí,No,2,8,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),19.55,161.15,0
2210,7036-TYDEC,Feminino,0,No,No,8,69,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria,104.0,7028.5,0
2211,5802-ADBRC,Feminino,0,Sí,No,7,50,Sí,Sí,Oro,Sí,No,Sí,No,Sí,Sí,Trimestral,Sí,Pago en tienda,104.4,5232.9,0
2212,8076-FEZKJ,Masculino,0,No,No,3,10,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Pago en tienda,19.5,225.85,0
2213,5197-YPYBZ,Feminino,0,Sí,Sí,3,12,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,25.25,274.7,0
2214,8337-MSSXB,Feminino,0,No,No,4,14,Sí,No,Oro,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,86.3,1180.95,1
2215,4312-GVYNH,Feminino,0,Sí,No,8,70,No,No,Plata,Sí,No tiene acceso,Sí,Sí,No,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),49.85,3370.2,0
2216,8495-LJDFO,Feminino,1,No,No,7,64,Sí,Sí,Oro,Sí,No,Sí,Sí,Sí,Sí,Mensual,Sí,Transferencia Bancaria (Domiciliado),108.95,7111.3,0
2217,0839-JTCUD,Feminino,0,Sí,Sí,7,66,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,No,Tarjeta de credito (Domeciliado,89.9,5958.85,0
2218,5494-WOZRZ,Feminino,0,Sí,Sí,8,71,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,82.0,5999.85,0
2219,1302-UHBDD,Masculino,1,No,No,5,20,Sí,No,Oro,No,No,No,No,Sí,Sí,Mensual,No,Transferencia Bancaria,89.95,1648.45,0
2220,2234-EOFPT,Masculino,0,Sí,No,18,72,Sí,No,Plata,Sí,No tiene acceso,No,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),79.35,5753.25,0
2221,8619-IJNDK,Feminino,0,Sí,Sí,8,71,Sí,No,Plata,Sí,No tiene acceso,Sí,Sí,No,No,Anual,No,Tarjeta de credito (Domeciliado,64.05,4492.9,0
2222,8378-LKJAF,Masculino,0,Sí,Sí,5,38,Sí,Sí,Oro,No,No,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de credito (Domeciliado,101.15,3956.7,0
2223,8182-BJDSI,Feminino,0,No,No,2,28,Sí,Sí,Oro,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia Bancaria,89.95,2625.55,1
2224,2528-HFYZX,Masculino,1,Sí,No,5,17,Sí,No,Oro,No,Sí,No,No,No,No,Mensual,Sí,Transferencia Bancaria,76.45,1233.4,1
2225,1153-GNOLC,Masculino,0,No,No,3,33,No,No,Plata,No,No tiene acceso,No,No,Sí,No,Trimestral,Sí,Transferencia Bancaria,39.1,1309.0,0
2226,3298-QEICA,Feminino,0,Sí,Sí,6,23,No,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Anual,No,Pago en tienda,34.6,813.45,0
2227,0788-DXBFY,Masculino,0,Sí,Sí,9,58,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,Sí,Transferencia Bancaria,19.55,1108.8,0
2228,3597-YASZG,Feminino,1,Sí,No,8,70,Sí,Sí,Oro,No,Sí,No,Sí,Sí,Sí,Anual,Sí,Transferencia Bancaria (Domiciliado),104.45,7349.35,0
2229,3496-LFSZU,Masculino,0,Sí,No,1,4,Sí,No,Oro,No,No,No,No,No,No,Mensual,No,Transferencia Bancaria,70.5,294.2,0
2230,5242-UOWHD,Masculino,0,Sí,Sí,6,45,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Pago en tienda,20.35,929.2,0
2231,2482-CZGBB,Masculino,0,No,No,3,10,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Transferencia Bancaria,70.0,740.0,1
2232,6479-SZPLM,Masculino,0,Sí,Sí,4,36,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,19.45,754.5,0
2233,8097-VBQTZ,Masculino,0,No,No,8,54,Sí,No,Plata,Sí,No tiene acceso,No,Sí,Sí,No,Mensual,Sí,Pago en tienda,69.9,3883.3,0
2234,4500-HKANN,Masculino,0,Sí,Sí,6,23,Sí,Sí,Plata,No,No tiene acceso,No,Sí,No,No,Anual,No,Pago en tienda,59.7,1414.2,0
2235,9917-KWRBE,Feminino,0,Sí,Sí,5,41,Sí,Sí,Plata,Sí,No tiene acceso,Sí,No,Sí,No,Trimestral,Sí,Tarjeta de credito (Domeciliado,78.35,3211.2,0
2236,3420-ZDBMA,Masculino,1,No,No,2,5,Sí,No,Oro,No,No,No,No,No,No,Mensual,Sí,Pago en tienda,71.45,371.6,0
2237,2212-LYASK,Masculino,0,Sí,Sí,2,27,No,No,Plata,No,No tiene acceso,Sí,No,No,Sí,Trimestral,Sí,Tarjeta de credito (Domeciliado,45.85,1246.4,0
2238,1393-IMKZG,Feminino,0,No,No,1,1,Sí,No,Oro,No,No,No,Sí,Sí,Sí,Mensual,Sí,Transferencia Bancaria,95.85,95.85,0
2239,8069-RHUXK,Feminino,0,Sí,Sí,7,67,No,No,Plata,Sí,No tiene acceso,No,Sí,No,No,Anual,No,Tarjeta de credito (Domeciliado,35.7,2545.7,0
2240,3398-GCPMU,Feminino,1,Sí,Sí,13,72,Sí,Sí,Plata,Sí,No tiene acceso,Sí,Sí,Sí,Sí,Anual,Sí,Tarjeta de credito (Domeciliado,89.55,6448.85,0
2241,2908-WGAXL,Feminino,0,Sí,Sí,9,56,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,Sí,Tarjeta de credito (Domeciliado,24.95,1468.9,0
2242,3378-AJRAO,Masculino,0,Sí,Sí,6,44,Sí,Sí,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria,24.85,1013.6,0
2243,1013-QCWAM,Feminino,1,Sí,No,7,66,Sí,Sí,Oro,No,Sí,No,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,100.8,6690.75,0
2244,0866-QLSIR,Feminino,0,No,No,4,34,Sí,Sí,Plata,Sí,No tiene acceso,No,Sí,No,No,Trimestral,Sí,Pago en tienda,64.4,2088.75,1
2245,6050-FFXES,Feminino,0,Sí,No,8,69,Sí,Sí,Oro,No,No,Sí,Sí,Sí,Sí,Anual,No,Transferencia Bancaria (Domiciliado),105.35,7240.65,0
2246,7181-BQYBV,Feminino,0,Sí,Sí,1,1,Sí,Sí,Oro,Sí,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,102.45,102.45,1
2247,0362-RAOQO,Feminino,0,No,No,5,40,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Anual,No,Tarjeta de credito (Domeciliado,19.65,830.25,0
2248,9554-DFKIC,Masculino,0,Sí,Sí,3,30,Sí,Sí,Plata,Sí,No tiene acceso,No,No,No,No,Mensual,Sí,Transferencia Bancaria (Domiciliado),54.45,1588.7,0
2249,5527-ACHSO,Feminino,0,No,No,3,11,Sí,No,Plata,No,No tiene acceso,No,Sí,Sí,Sí,Mensual,No,Pago en tienda,70.5,829.3,0
2250,0829-DDVLK,Feminino,0,No,No,4,15,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Tarjeta de credito (Domeciliado,20.1,302.45,0
2251,1399-UBQIU,Masculino,0,No,No,3,11,Sí,No,Plata,No,No tiene acceso,Sí,No,Sí,Sí,Mensual,Sí,Transferencia Bancaria,69.35,712.25,0
2252,1813-JLKWR,Feminino,0,Sí,Sí,7,64,Sí,No,Basico,No tiene acceso por ser usuario basico,No tiene acceso,No tiene acceso por ser usuario basico,No,No,No,Trimestral,No,Transferencia Bancaria (Domiciliado),19.8,1336.65,0
